bg_od_pair,google_duration,trip_path_distance,origin_lat,origin_lng,dest_lat,dest_lng
530330018003 to 530330041004,16.0,4.729254681,47.694459,-122.343061,47.662401,-122.282185
530330018003 to 530330044002,13.0,2.854578374,47.697073,-122.348969,47.675198,-122.316275
530330018003 to 530330047002,32.5,4.755,47.697645,-122.34478999999999,47.665785,-122.37659500000001
530330018003 to 530330047003,14.0,3.582203815,47.697162,-122.347075,47.668888,-122.38194500000002
530330018003 to 530330050002,15.6,3.1639999999999997,47.695036,-122.342884,47.658154,-122.34192600000002
530330018003 to 530330053014,15.0,3.67,47.69444,-122.34382,47.6579,-122.31579
530330018003 to 530330053021,12.0,4.055688517,47.694017,-122.348672,47.655781,-122.314046
530330018003 to 530330058023,20.0,5.496647866,47.696884,-122.342534,47.640673,-122.38211
530330018003 to 530330067001,21.5,5.069357386,47.695389000000006,-122.34948299999999,47.63069350000001,-122.34195600000001
530330018003 to 530330068002,14.5,5.1890354325,47.696884,-122.342534,47.63948900000001,-122.356748
530330018003 to 530330072001,28.0,5.72,47.69445,-122.34983,47.62062,-122.34221
530330018003 to 530330072002,14.0,5.699836183,47.696795,-122.342784,47.618445,-122.346578
530330018003 to 530330081001,25.75,7.2238822525,47.694685500000006,-122.34597999999998,47.6041405,-122.336928
530330018003 to 530330112002,24.0,12.50136315,47.694352,-122.345219,47.534699,-122.330406
530330018003 to 530330203003,16.0,4.755352263,47.696795,-122.342784,47.76386399999999,-122.344874
530330018003 to 530330209001,21.0,3.78,47.695,-122.34289,47.74245,-122.3501
530330018003 to 530330210003,13.0,3.483405826,47.696238,-122.349096,47.739391,-122.34391399999998
530330018003 to 530330234012,25.0,16.80560007,47.696222,-122.34663700000002,47.580526,-122.149198
530330018003 to 530330238043,25.75,11.867499999999998,47.695015,-122.34290500000002,47.615309999999994,-122.19368750000001
530330018003 to 530330253022,30.0,18.78,47.696418,-122.34833,47.482878,-122.217066
530330018003 to 530330262004,22.0,16.9826908,47.696884,-122.342534,47.473988,-122.260956
530330018003 to 530330279001,30.0,16.9162041,47.69677,-122.349251,47.466838,-122.34053
530330018003 to 530330284024,34.0,20.283333333333335,47.694673333333334,-122.34975666666666,47.45535666666666,-122.29474333333333
530330018003 to 530330323091,24.0,17.42262147,47.696222,-122.34663700000002,47.67896,-122.134687
530330018003 to none,16.0,6.312507988999998,47.697805,-122.346861,47.612563,-122.352422
530330019001 to 530330001001,13.0,3.44,47.7032,-122.3332,47.72081,-122.28166
530330019001 to 530330001005,9.0,2.333869476,47.70082,-122.323722,47.719481,-122.29568700000002
530330019001 to 530330002003,6.0,1.765,47.702405,-122.325165,47.720349999999996,-122.31954
530330019001 to 530330004011,12.8,3.4908877634,47.700079,-122.32797559999999,47.7313252,-122.34946319999999
530330019001 to 530330004013,11.0,2.798137323666667,47.69965233333334,-122.33024599999999,47.723683333333334,-122.35387466666667
530330019001 to 530330006001,8.0,2.467464241,47.702965,-122.324136,47.722594,-122.344343
530330019001 to 530330006003,27.0,2.77,47.69625,-122.32827,47.72028,-122.33044
530330019001 to 530330007001,10.166666666666666,2.389696390333334,47.699224333333326,-122.32705133333336,47.71685233333334,-122.29460366666666
530330019001 to 530330007004,10.0,1.52,47.69969,-122.32305,47.71538,-122.31221
530330019001 to 530330008002,12.0,3.36161711,47.699187,-122.333423,47.708611,-122.288899
530330019001 to 530330012001,5.0,0.885453675,47.702198,-122.325291,47.70937,-122.317224
530330019001 to 530330012003,7.428571428571429,0.9298228348571429,47.700199999999995,-122.32408599999998,47.70881828571429,-122.32146485714286
530330019001 to 530330012004,9.875,0.951526777625,47.70001175,-122.32586912500001,47.707975875,-122.325557625
530330019001 to 530330012005,3.6666666666666665,0.749920847,47.70067666666667,-122.32739433333332,47.70794833333334,-122.33232866666667
530330019001 to 530330017011,14.0,1.91,47.70232,-122.32442,47.69092,-122.3516
530330019001 to 530330018001,6.0,1.26138313,47.698841,-122.324762,47.69613,-122.340346
530330019001 to 530330018002,6.0,1.34,47.69805,-122.32583,47.69086,-122.34412
530330019001 to 530330018003,9.0,1.7099601309999999,47.701668999999995,-122.32445849999999,47.6960665,-122.3459295
530330019001 to 530330019001,15.0,0.5771428571428572,47.70110428571429,-122.32596285714284,47.70104285714285,-122.32581428571429
530330019001 to 530330019002,1.8,0.33612097999999996,47.6995076,-122.32288700000001,47.6957814,-122.32085520000001
530330019001 to 530330020002,10.666666666666666,0.6155555555555555,47.69720888888889,-122.32563666666667,47.70095333333334,-122.3166588888889
530330019001 to 530330020003,11.0,0.51,47.69609000000001,-122.3259,47.69558,-122.31718
530330019001 to 530330026003,8.0,2.446337627,47.700818,-122.323697,47.67783,-122.308429
530330019001 to 530330027002,20.0,1.18,47.69607,-122.33345,47.69186,-122.32654
530330019001 to 530330028004,12.0,2.29,47.702198,-122.325291,47.689569,-122.354955
530330019001 to 530330030002,11.0,2.701099737,47.697823,-122.332741,47.688566,-122.372165
530330019001 to 530330031005,19.0,4.575154673,47.699187,-122.326821,47.683416,-122.400097
530330019001 to 530330035001,14.0,2.77,47.69819,-122.32629,47.67947,-122.35505
530330019001 to 530330036001,11.0,2.285,47.69887,-122.32499999999999,47.678174999999996,-122.31866
530330019001 to 530330036002,6.75,1.9432264465,47.70086175,-122.32834824999999,47.680609000000004,-122.32432825
530330019001 to 530330036004,11.0,2.49,47.70056,-122.3226,47.6763,-122.33249
530330019001 to 530330038001,9.0,2.573718682,47.700952,-122.320712,47.68235,-122.294553
530330019001 to 530330040001,16.0,4.120825013599999,47.7003076,-122.32182359999999,47.68568359999999,-122.262894
530330019001 to 530330044002,9.0,2.25,47.70058,-122.3276,47.67502,-122.3161
530330019001 to 530330047002,19.0,4.526471088,47.7000915,-122.3302395,47.664033,-122.37198599999999
530330019001 to 530330050001,10.0,4.644748225,47.699187,-122.333423,47.661499,-122.336647
530330019001 to 530330050003,14.0,4.506803863,47.698388,-122.332721,47.659216,-122.345315
530330019001 to 530330051001,10.0,3.568533653,47.70181,-122.323728,47.661608,-122.333388
530330019001 to 530330052005,14.0,4.13,47.69883,-122.32502,47.66191,-122.31774
530330019001 to 530330053012,11.0,3.46,47.69953,-122.33463,47.66135,-122.31502
530330019001 to 530330053013,12.0,3.900345767,47.696636,-122.327569,47.659994,-122.313565
530330019001 to 530330053022,18.0,4.37,47.702965,-122.324136,47.650888,-122.308402
530330019001 to 530330053023,16.0,4.260740947,47.7006,-122.322837,47.656415,-122.307842
530330019001 to 530330058021,21.0,4.75,47.69815,-122.32626,47.6427,-122.38651000000002
530330019001 to 530330059001,30.0,4.0,47.70081,-122.3237,47.65384,-122.37401
530330019001 to 530330059003,25.0,3.59,47.69782,-122.33275,47.64958,-122.36154
530330019001 to 530330060004,35.0,7.59,47.6982,-122.33352,47.64882,-122.35712
530330019001 to 530330061001,13.0,5.156136558,47.70181,-122.323728,47.649675,-122.3187385
530330019001 to 530330067004,30.0,4.58,47.70204,-122.32737,47.63741,-122.34951
530330019001 to 530330071002,25.0,7.697318205,47.701084,-122.3259505,47.6222075,-122.351952
530330019001 to 530330072001,56.6,8.644000000000002,47.701564000000005,-122.325442,47.614656,-122.341622
530330019001 to 530330073001,43.0,5.67,47.69915,-122.33489,47.62300000000001,-122.3333
530330019001 to 530330074022,34.0,9.42,47.70273,-122.32531000000002,47.61675,-122.32546
530330019001 to 530330075001,14.0,6.987938266,47.703,-122.323235,47.622615,-122.315391
530330019001 to 530330075004,16.0,7.654669349,47.69752,-122.326357,47.611635,-122.320266
530330019001 to 530330076002,22.0,6.471961163333333,47.699012333333336,-122.33098766666667,47.619120333333335,-122.30819633333333
530330019001 to 530330079004,21.75,7.4475,47.7005075,-122.3224225,47.6144625,-122.31042249999999
530330019001 to 530330081001,18.0,8.750767793,47.69752,-122.326357,47.607335,-122.337979
530330019001 to 530330081002,25.0,8.6817076695,47.7000495,-122.326736,47.606734,-122.33482000000001
530330019001 to 530330082001,30.0,7.8180000000000005,47.698012000000006,-122.32631800000001,47.613156,-122.33416
530330019001 to 530330083001,40.0,8.6,47.70074,-122.32748,47.6104,-122.32758
530330019001 to 530330085001,16.0,8.371110112,47.702965,-122.324136,47.605839,-122.330291
530330019001 to 530330086002,18.0,8.063531467,47.696532,-122.326039,47.609228,-122.31771299999998
530330019001 to 530330095001,32.5,12.655000000000001,47.702865,-122.32441,47.581835,-122.292305
530330019001 to 530330095002,54.5,10.6425,47.6975125,-122.3271975,47.5850825,-122.2998
530330019001 to 530330099002,25.0,9.25,47.69815,-122.32626,47.56566,-122.35404999999999
530330019001 to 530330100021,74.0,11.21,47.69744,-122.32683,47.57879000000001,-122.31288
530330019001 to 530330107011,41.5,11.059999999999999,47.6983,-122.33284,47.53939,-122.36138
530330019001 to 530330110022,50.0,11.11,47.69997,-122.32661,47.54071,-122.29444
530330019001 to 530330116006,28.0,12.13,47.69815,-122.32626,47.52919,-122.39678
530330019001 to 530330118006,25.0,16.98,47.70288,-122.32581,47.52079000000001,-122.26955
530330019001 to 530330202002,28.0,6.12,47.69828,-122.33362,47.76918,-122.35147
530330019001 to 530330203005,15.0,7.79,47.69803,-122.32629,47.77544,-122.3444
530330019001 to 530330206001,9.0,4.452123215,47.702757,-122.325338,47.75802,-122.333519
530330019001 to 530330207001,17.0,4.72,47.70053,-122.32234,47.74988,-122.34353
530330019001 to 530330211001,10.0,3.416297758,47.702692,-122.325154,47.747609,-122.32226599999998
530330019001 to 530330216001,23.0,8.141824213,47.696532,-122.326039,47.776143,-122.254388
530330019001 to 530330220051,28.0,11.63,47.69797,-122.32647,47.71601,-122.20031000000002
530330019001 to 530330228022,23.0,15.83626131,47.698388,-122.332721,47.660305,-122.133774
530330019001 to 530330238043,20.0,13.2159398,47.70113900000001,-122.32157,47.614981,-122.195781
530330019001 to 530330262001,25.0,18.48205902,47.698217,-122.327156,47.459583,-122.260746
530330019001 to 530330286003,39.0,20.445,47.698145,-122.32634,47.43829,-122.34603
530330019001 to 530330290011,33.0,25.46005535,47.70181,-122.323728,47.389942,-122.322681
530330019001 to 530330323092,26.0,18.19809248,47.699187,-122.333423,47.677811,-122.120019
530330019001 to 530610507004,14.0,7.465772565,47.700084,-122.325253,47.778283,-122.348819
530330019001 to 530610518023,19.0,11.01,47.70246,-122.32692,47.82797,-122.27491
530330019001 to 530610519163,22.0,15.47959435,47.698159,-122.326252,47.795915,-122.236934
530330019002 to 530330012001,5.0,1.550320645,47.690673,-122.322703,47.70937,-122.317224
530330019002 to 530330012003,5.0,1.438473865,47.690495,-122.319466,47.705535,-122.321094
530330019002 to 530330017022,30.0,4.53,47.69233,-122.31791,47.69077,-122.37295
530330019002 to 530330019001,1.5,0.34268740725,47.697058500000004,-122.32039325,47.6997665,-122.323909
530330019002 to 530330033004,17.0,4.739196617,47.692325,-122.317981,47.675774,-122.387245
530330019002 to 530330093002,37.5,11.98,47.69686,-122.318135,47.591229999999996,-122.332465
530330019002 to 530330237001,13.0,11.06,47.69127,-122.32123,47.62309000000001,-122.17763
530330019002 to 530330323243,26.0,17.6320235,47.690641,-122.321117,47.681887,-122.120242
530330019002 to 530610518023,51.0,11.77,47.69068,-122.3229,47.83052,-122.27181000000002
530330019003 to 530330010001,9.0,1.9,47.69453,-122.32314,47.70996,-122.30055
530330019003 to 530330017011,15.0,2.57,47.69062,-122.32308,47.69183,-122.3558
530330019003 to 530330018001,2.0,0.443658894,47.690924,-122.332254,47.691348,-122.339505
530330019003 to 530330036002,4.0,1.1,47.695,-122.32457,47.68026,-122.32358
530330019003 to 530330041004,29.0,4.25,47.69194,-122.32658,47.66216,-122.27825
530330019003 to 530330114013,24.0,14.12252009,47.690924,-122.332254,47.535345,-122.358759
530330020001 to 530330012003,17.2,1.5283317405999999,47.6901902,-122.31613220000001,47.7112328,-122.31995500000001
530330020001 to 530330021001,5.0,1.69012912,47.698505,-122.307554,47.69212,-122.290921
530330020001 to 530330026004,9.0,0.47,47.68961,-122.31683,47.68646,-122.31648
530330020001 to 530330027002,54.0,2.87,47.68938,-122.31696,47.69048,-122.3275
530330020001 to 530330036001,2.0,0.585952853,47.690598,-122.31554899999999,47.682051,-122.317879
530330020001 to 530330044002,9.0,1.47,47.68928,-122.31721,47.67501000000001,-122.3162
530330020001 to 530330051001,24.0,3.17,47.68895,-122.31682,47.66132,-122.3333
530330020001 to 530330112002,20.0,12.64676396,47.691802,-122.306542,47.528409,-122.322663
530330020002 to 530299720001,64.0,29.07,47.69969,-122.31763,48.03958,-122.40835
530330020002 to 530330006002,5.5,0.985,47.701195,-122.31674000000001,47.713570000000004,-122.31386499999999
530330020002 to 530330012001,4.0,0.67,47.70112,-122.31676000000002,47.70921,-122.31694
530330020002 to 530330012003,4.8,0.726,47.701098,-122.31678199999999,47.707068,-122.322802
530330020002 to 530330012004,7.333333333333333,0.87,47.701096666666665,-122.31669333333333,47.70592666666667,-122.32528333333335
530330020002 to 530330012005,10.0,1.91,47.70038,-122.3136,47.70508,-122.33327
530330020002 to 530330019001,80.55555555555556,0.7188888888888889,47.70106666666666,-122.31588444444444,47.697,-122.32648888888889
530330020002 to 530330035003,17.0,4.25,47.701056666666666,-122.31675666666666,47.66698333333333,-122.35375333333333
530330020002 to 530330053022,32.0,4.24,47.70122,-122.31672,47.64992,-122.30783
530330020003 to 530330012003,6.0,1.173728657,47.6942325,-122.31726649999999,47.7087645,-122.32063600000001
530330020003 to 530330012005,10.0,1.9361911740000002,47.694289,-122.31610549999999,47.70731,-122.3328705
530330020003 to 530330019001,10.0,0.43,47.69558,-122.31718,47.69619,-122.32566
530330020003 to 530330026003,7.0,1.6,47.69415,-122.31723,47.67681,-122.30942
530330021001 to 530330012003,10.0,2.809218291,47.690443,-122.291069,47.7108,-122.319154
530330021001 to 530330012004,20.0,3.66,47.69511,-122.29093,47.70438,-122.32572
530330021001 to 530330020001,6.0,1.445308946,47.69212,-122.290921,47.698505,-122.307554
530330021001 to 530330022004,8.0,1.73,47.69082,-122.29109,47.68759,-122.2768
530330021001 to 530330036002,7.0,2.399113431,47.69212,-122.290921,47.682223,-122.323259
530330021001 to 530330075005,15.0,6.97178262,47.690221,-122.290759,47.6201,-122.3203
530330021001 to 530330084001,33.0,11.46,47.69243,-122.29319,47.61338,-122.32244
530330021002 to 530330007001,4.0,1.21,47.70069,-122.30251,47.71605,-122.29498999999998
530330021002 to 530330026003,7.0,1.755994446,47.700181,-122.302528,47.678207,-122.310166
530330021003 to 530330002002,8.0,2.377365446,47.694062,-122.299017,47.719716,-122.298113
530330021003 to 530330004011,13.0,5.13,47.69076,-122.3068,47.72871,-122.34707
530330021003 to 530330021003,2.0,0.52,47.69185759999999,-122.29803480000001,47.6925924,-122.2983622
530330021003 to 530330044002,11.0,1.97,47.69177,-122.30647,47.6751,-122.31614
530330021003 to 530330066001,12.0,6.233593872,47.694062,-122.299017,47.62557,-122.334388
530330021003 to 530330076002,32.0,7.61,47.69044,-122.3075,47.61898,-122.30496
530330021003 to 530330083001,16.0,7.907567346,47.694062,-122.299017,47.609369,-122.325036
530330021003 to 530330106003,22.0,13.51,47.69167,-122.30659,47.54617,-122.38655
530330021003 to 530330238043,29.0,16.26,47.69541,-122.30434,47.61156,-122.19178
530330022002 to 530330012003,8.0,2.1,47.69699,-122.29022,47.70953,-122.31937
530330022002 to 530330049001,15.0,4.818732105,47.697689,-122.28906,47.664824,-122.348347
530330022002 to 530330072002,24.0,8.36,47.69992,-122.28376000000002,47.61781,-122.34601
530330022003 to 530330063002,20.0,8.341905675,47.690714,-122.287553,47.635993,-122.277485
530330022003 to 530330073002,17.0,7.923722992,47.691017,-122.26821499999998,47.619523,-122.333817
530330022003 to 530610417012,29.0,18.95865058,47.690714,-122.287553,47.879829,-122.209376
530330022004 to 530330007001,15.5,3.8550000000000004,47.687560000000005,-122.27694500000001,47.718284999999995,-122.29728
530330022004 to 530330012003,22.0,4.52,47.68768,-122.27694,47.70978,-122.32318
530330022004 to 530330021001,8.0,1.65,47.68762,-122.27678,47.69082,-122.29109
530330022004 to 530330022004,30.142857142857142,1.5199999999999998,47.687068571428576,-122.27730999999999,47.68759285714286,-122.27689857142856
530330022004 to 530330024001,6.4,1.114,47.687558,-122.27690399999999,47.685426,-122.284158
530330022004 to 530330033004,37.0,6.64,47.68766,-122.27693,47.67502,-122.38262
530330022004 to 530330038001,8.0,1.3666666666666665,47.68756666666667,-122.27685666666667,47.67935,-122.29082999999999
530330022004 to 530330042005,8.6,1.784,47.687606,-122.276838,47.674676,-122.29298600000001
530330022004 to 530330043022,9.0,2.46,47.68758,-122.27685,47.66579,-122.30111
530330022004 to 530330052005,13.0,4.11,47.68759,-122.27688,47.66126,-122.3191
530330022004 to 530330053012,20.0,3.8550000000000004,47.686205,-122.27264,47.66346,-122.31317
530330022004 to 530330090002,39.0,9.22,47.68765,-122.27688,47.59693,-122.31545
530330024001 to 530330004011,20.0,7.32,47.68763,-122.28284,47.73145,-122.3464
530330024001 to 530330004023,17.0,5.273575677,47.687477,-122.290296,47.714411,-122.357106
530330024001 to 530330007001,7.0,2.518416663,47.685116,-122.284873,47.716183,-122.29426200000002
